date,end,delta,delta_ratio,isup,avrage,high,low,volume,transation_value,total_value
2007-09-04,1874.74,-7.07,-0.38,1,1881.17,1899.66,1871.87,425711,5555060,9.33E+08
2007-09-03,1881.81,8.57,0.46,0,1876.92,1881.92,1863.21,385653,4996488,9.36E+08
2007-08-31,1873.24,31.54,1.71,0,1844.28,1873.35,1844.09,360374,6233831,9.32E+08
2007-08-30,1841.7,15.51,0.85,0,1859.45,1866.32,1836.09,423271,5933556,9.16E+08
2007-08-29,1826.19,-3.12,-0.17,1,1773.59,1831.23,1773.05,385911,7088010,9.08E+08
2007-08-28,1829.31,26.28,1.46,0,1806.58,1829.43,1792.07,414126,5809555,9.10E+08
2007-08-27,1803.03,11.7,0.65,0,1825.97,1834.65,1802.58,366028,5081557,8.97E+08
2007-08-24,1791.33,-8.39,-0.47,1,1793.17,1802.71,1775.07,376032,4943015,8.91E+08
2007-08-23,1799.72,40.22,2.29,0,1801.48,1816.19,1795.07,394699,5998596,8.95E+08
2007-08-22,1759.5,23.32,1.34,0,1741.93,1764.61,1737.06,402645,5138706,8.76E+08
2007-08-21,1736.18,4.91,0.28,0,1740.85,1764.25,1721.18,458897,5616686,8.64E+08
2007-08-20,1731.27,93.2,5.69,0,1700.48,1732.39,1693.42,366720,6100631,8.61E+08
2007-08-17,1638.07,-53.91,-3.19,1,1702.66,1705.17,1626.87,493204,7384079,8.15E+08
2007-08-16,1691.98,-125.91,-6.93,1,1754.19,1755.32,1681.71,508224,8453547,8.42E+08
2007-08-14,1817.89,-31.37,-1.7,1,1841.15,1857.13,1801.07,405732,5747447,9.04E+08
2007-08-13,1849.26,20.77,1.14,0,1840.89,1849.31,1820.96,330052,5038303,9.20E+08
2007-08-10,1828.49,-80.19,-4.2,1,1853.22,1854.62,1814.3,388049,7147241,9.09E+08
2007-08-09,1908.68,5.27,0.28,0,1923.99,1928.64,1899.32,413873,6870340,9.49E+08
2007-08-08,1903.41,43.59,2.34,0,1879.61,1905.22,1873.99,381959,6382810,9.46E+08
2007-08-07,1859.82,4.77,0.26,0,1888.58,1888.76,1849.68,315654,5157645,9.25E+08
2007-08-06,1855.05,-21.75,-1.16,1,1832.54,1855.36,1829.22,325170,5105465,9.22E+08
2007-08-03,1876.8,23.73,1.28,0,1875.07,1890.63,1865.75,350262,5883600,9.33E+08
2007-08-02,1853.07,-3.38,-0.18,1,1874.98,1890.81,1810.62,371815,6901890,9.22E+08
2007-08-01,1856.45,-76.82,-3.97,1,1920.07,1920.07,1836.28,389623,8152282,9.23E+08
2007-07-31,1933.27,26.56,1.39,0,1915.45,1933.27,1899.56,373768,6763413,9.61E+08
2007-07-30,1906.71,23.49,1.25,0,1874.08,1906.71,1859.12,386210,6709264,9.48E+08
2007-07-27,1883.22,-80.32,-4.09,1,1924.01,1924.11,1863.39,517224,9264955,9.37E+08
2007-07-26,1963.54,-40.68,-2.03,1,2012.04,2015.48,1963.46,617007,9324397,9.76E+08
2007-07-25,2004.22,11.96,0.6,0,1992.16,2011.17,1962.16,588350,8733849,9.97E+08
2007-07-24,1992.26,-0.79,-0.04,1,2001.52,2005.02,1975.75,589378,8341428,9.86E+08
2007-07-23,1993.05,9.51,0.48,0,1978.05,1993.97,1968.55,538578,8115959,9.86E+08
2007-07-20,1983.54,45.64,2.36,0,1949.5,1983.54,1939.69,638754,8173142,9.82E+08
2007-07-19,1937.9,7.2,0.37,0,1935.1,1950.86,1922.14,586289,7064339,9.59E+08
2007-07-18,1930.7,-18.81,-0.96,1,1953.25,1956.82,1930.51,634999,8563815,9.56E+08
2007-07-16,1949.51,-13.42,-0.68,1,1965.66,1972.33,1932.86,519503,7897543,9.65E+08
2007-07-13,1962.93,53.18,2.78,0,1946.08,1962.94,1941.55,507570,9444156,9.72E+08
2007-07-12,1909.75,19.79,1.05,0,1897.59,1922.25,1897.59,445537,7069439,9.46E+08
2007-07-11,1889.96,-4.57,-0.24,1,1880.71,1904.35,1875.43,473883,6425138,9.36E+08
2007-07-10,1894.53,10.94,0.58,0,1887.35,1895.98,1881.36,406271,6499680,9.38E+08
2007-07-09,1883.59,22.58,1.21,0,1870.35,1890.83,1865.79,430588,7122457,9.33E+08
2007-07-06,1861.01,13.22,0.72,0,1855.03,1863.01,1838.75,414382,7222093,9.22E+08
2007-07-05,1847.79,9.38,0.51,0,1841.56,1865.52,1836.93,534045,8360109,9.15E+08
2007-07-04,1838.41,32.91,1.82,0,1815.77,1838.82,1814.44,417011,7481390,9.10E+08
2007-07-03,1805.5,34.15,1.93,0,1791.69,1806.06,1787.45,401957,6992391,8.94E+08
2007-07-02,1771.35,27.75,1.59,0,1741.41,1771.39,1736.63,302331,4649067,8.77E+08
2007-06-29,1743.6,-8.15,-0.47,1,1755.84,1766.25,1742.88,281676,5390270,8.64E+08
2007-06-28,1751.75,18.65,1.08,0,1745.82,1752.24,1737.93,282804,4728265,8.67E+08
2007-06-27,1733.1,-16.45,-0.94,1,1749.01,1749.01,1724.82,306932,5255232,8.59E+08
2007-06-26,1749.55,-8.18,-0.47,1,1762.48,1768.69,1732.44,401034,5320364,8.60E+08
2007-06-25,1757.73,-13.25,-0.75,1,1754.2,1785.87,1747.86,394469,5799920,8.64E+08
2007-06-22,1770.98,-23.26,-1.3,1,1801.2,1802.43,1759.95,531618,7940805,8.71E+08
2007-06-21,1794.24,10.45,0.59,0,1775.48,1802.91,1770.17,579502,8649139,8.82E+08
2007-06-20,1783.79,-24.06,-1.33,1,1812.82,1813.05,1778.26,685990,9598455,8.77E+08
2007-06-19,1807.85,0.97,0.05,0,1813.53,1813.84,1797.18,650869,8672443,8.89E+08
2007-06-18,1806.88,34.62,1.95,0,1786.29,1807.51,1784.44,613245,8458977,8.88E+08
2007-06-15,1772.26,3.08,0.17,0,1772.03,1776.8,1762.22,539961,7955635,8.71E+08
2007-06-14,1769.18,47.19,2.74,0,1742.12,1769.18,1740.7,580496,8619540,8.70E+08
2007-06-13,1721.99,-7.89,-0.46,1,1721.37,1732.57,1714.76,715327,7280100,8.46E+08
2007-06-12,1729.88,13.32,0.78,0,1714.54,1730.63,1712.13,431747,6356730,8.50E+08
2007-06-11,1716.56,-10.72,-0.62,1,1740.46,1742.86,1709.96,475878,6993163,8.44E+08
2007-06-08,1727.28,-25.76,-1.47,1,1735.96,1739.14,1717.18,503238,7885838,8.49E+08
2007-06-07,1753.04,10.85,0.62,0,1722.47,1753.24,1717.3,496218,7266534,8.61E+08
2007-06-05,1742.19,4.6,0.26,0,1735.87,1745.99,1721.02,488031,6974805,8.56E+08
2007-06-04,1737.59,21.35,1.24,0,1734.27,1744.02,1713.5,465230,7880713,8.53E+08
2007-06-01,1716.24,15.33,0.9,0,1712.97,1745.39,1707.75,615434,9309098,8.43E+08
2007-05-31,1700.91,38.19,2.3,0,1683.35,1702.01,1677.78,497059,8014584,8.35E+08
2007-05-30,1662.72,0.92,0.06,0,1661.83,1662.72,1638.03,488636,6690894,8.16E+08
2007-05-29,1661.8,3.89,0.23,0,1663.32,1666.85,1653.24,495105,5677843,8.16E+08
2007-05-28,1657.91,13.35,0.81,0,1650.53,1658.43,1646.15,379269,4554531,8.15E+08
2007-05-25,1644.56,-2.03,-0.12,1,1629.18,1645.08,1627.59,375034,4585695,8.08E+08
2007-05-23,1646.59,3.71,0.23,0,1647.44,1651.61,1638.36,447334,5201199,8.09E+08
2007-05-22,1642.88,14.68,0.9,0,1634.09,1643.11,1627.01,529316,6465889,8.08E+08
2007-05-21,1628.2,15.95,0.99,0,1602.64,1628.68,1602.64,512786,5238885,8.00E+08
2007-05-18,1612.25,-3.33,-0.21,1,1613.12,1617.77,1600.24,454777,4477906,7.92E+08
2007-05-17,1615.58,14.98,0.94,0,1614,1616,1608.21,450569,4737709,7.94E+08
2007-05-16,1600.6,11.23,0.71,0,1591.07,1600.72,1586,417084,4448254,7.86E+08
2007-05-15,1589.37,-16.4,-1.02,1,1600.91,1611.93,1589.24,480251,4655422,7.81E+08
2007-05-14,1605.77,2.21,0.14,0,1612.73,1622.16,1599.87,477817,5108484,7.88E+08
2007-05-11,1603.56,3.88,0.24,0,1588.09,1604.63,1582.76,373584,4791159,7.87E+08
2007-05-10,1599.68,6.26,0.39,0,1602.56,1616.06,1599.68,408579,5542590,7.85E+08
2007-05-09,1593.42,10.77,0.68,0,1582.91,1593.42,1578.58,358531,4351880,7.83E+08
2007-05-08,1582.65,-1.81,-0.11,1,1585.52,1589.07,1577.18,384029,5264052,7.77E+08
2007-05-07,1584.46,16.72,1.07,0,1574.86,1585.7,1574.86,434480,5046215,7.78E+08
2007-05-04,1567.74,7.88,0.51,0,1563.16,1567.74,1556.62,254508,3935183,7.70E+08
2007-05-03,1559.86,6.56,0.42,0,1563.42,1564.01,1555.28,249678,3753858,7.66E+08
2007-05-02,1553.3,11.06,0.72,0,1550.39,1555.62,1546.6,274336,3733029,7.63E+08
2007-04-30,1542.24,-0.28,-0.02,1,1538.69,1542.25,1530.67,315971,3965713,7.57E+08
2007-04-27,1542.52,-10.61,-0.68,1,1547.2,1553.23,1537.37,356442,4571709,7.57E+08
2007-04-26,1553.13,7.58,0.49,0,1560.22,1565.03,1553.13,391552,5263926,7.63E+08
2007-04-25,1545.55,-11.16,-0.72,1,1558.2,1558.72,1536.12,445538,6627839,7.59E+08
2007-04-24,1556.71,12.36,0.8,0,1545.61,1557.65,1538.11,393475,5455457,7.64E+08
2007-04-23,1544.35,11.27,0.74,0,1545.45,1554.5,1538.33,386980,4914076,7.58E+08
2007-04-20,1533.08,19.42,1.28,0,1518.58,1533.09,1518.58,397531,4404628,7.53E+08
2007-04-19,1513.66,-20.92,-1.36,1,1536.89,1537.43,1506.14,363739,4478336,7.44E+08
2007-04-18,1534.58,5.92,0.39,0,1532.57,1538.29,1530.02,352532,4264479,7.54E+08
2007-04-17,1528.66,-3.38,-0.22,1,1538.89,1538.89,1524.33,422556,4524207,7.51E+08
2007-04-16,1532.04,11.26,0.74,0,1523.89,1533.09,1519.3,462199,4198012,7.53E+08
2007-04-13,1520.78,-4.83,-0.32,1,1523.82,1526.09,1512.36,426238,4532485,7.47E+08
2007-04-12,1525.61,12.19,0.81,0,1510.27,1525.61,1507.56,360182,4615176,7.50E+08
2007-04-11,1513.42,14.26,0.95,0,1508.68,1519.31,1507.57,386765,5266418,7.44E+08
2007-04-10,1499.16,-1.9,-0.13,1,1500.79,1502.34,1492.35,359301,4059585,7.37E+08
2007-04-09,1501.06,16.91,1.14,0,1489.79,1501.06,1489.13,388208,4186551,7.38E+08
2007-04-06,1484.15,2.11,0.14,0,1487.73,1488.58,1477.69,313663,3389507,7.29E+08
2007-04-05,1482.04,-1.37,-0.09,1,1485.53,1485.77,1478.45,328413,3255581,7.29E+08
2007-04-04,1483.41,19.66,1.34,0,1474.65,1484.86,1471.05,353989,4640824,7.29E+08
2007-04-03,1463.75,4.22,0.29,0,1463.41,1464.48,1452.56,340652,3757241,7.19E+08
2007-04-02,1459.53,6.98,0.48,0,1456.19,1464.93,1456.06,303522,3546507,7.17E+08
2007-03-30,1452.55,1.6,0.11,0,1457.58,1459.69,1447.85,288433,3313319,7.13E+08
2007-03-29,1450.95,11.21,0.78,0,1434.58,1453.11,1432.8,283081,3496142,7.13E+08
2007-03-28,1439.74,-13.49,-0.93,1,1451.47,1456.78,1433.12,297973,3575503,7.07E+08
2007-03-27,1453.23,3.46,0.24,0,1450.02,1456.39,1442.49,259867,3118254,7.14E+08
2007-03-26,1449.77,2.39,0.17,0,1451.12,1455.51,1444.25,312613,3118567,7.12E+08
2007-03-23,1447.38,-1.15,-0.08,1,1449.99,1454.34,1443.04,278884,2950809,7.11E+08
2007-03-22,1448.53,5.68,0.39,0,1452.13,1456.18,1447.79,301021,3635007,7.12E+08
2007-03-21,1442.85,-1.32,-0.09,1,1446.07,1452.05,1435.36,342964,3000185,7.08E+08
2007-03-20,1444.17,0.78,0.05,0,1449.43,1449.79,1440.42,364485,3390628,7.09E+08
2007-03-19,1443.39,15.51,1.09,0,1425.22,1444.76,1420.89,280843,2846251,7.09E+08
2007-03-16,1427.88,0.95,0.07,0,1428.63,1431.75,1416.3,304139,2543200,7.01E+08
2007-03-15,1426.93,19.56,1.39,0,1418.77,1429.38,1414.98,254364,2743098,7.01E+08
2007-03-14,1407.37,-28.68,-2,1,1409.66,1416.8,1405.13,259289,3030644,6.91E+08
2007-03-13,1436.05,-5.28,-0.37,1,1441.6,1442.04,1433.67,256425,2924575,7.06E+08
2007-03-12,1441.33,17.75,1.25,0,1429.68,1441.83,1429.68,245054,2968500,7.08E+08
2007-03-09,1423.58,-0.31,-0.02,1,1433.27,1434.7,1415.71,227388,3111535,6.99E+08
2007-03-08,1423.89,12.94,0.92,0,1409.02,1433.15,1408.34,285797,3363210,6.99E+08
2007-03-07,1410.95,8.02,0.57,0,1415.35,1415.5,1397.83,254195,3203549,6.93E+08
2007-03-06,1402.93,26.78,1.95,0,1382.7,1403.75,1382.7,239219,3009735,6.89E+08
2007-03-05,1376.15,-38.32,-2.71,1,1400.8,1404.23,1375.84,232595,3278014,6.76E+08
2007-03-02,1414.47,-2.87,-0.2,1,1407.19,1423.58,1406.63,243110,3511214,6.95E+08
2007-02-28,1417.34,-37.26,-2.56,1,1396.44,1417.34,1393.96,324109,4443881,6.96E+08
2007-02-27,1454.6,-15.43,-1.05,1,1468.28,1468.28,1453.85,261583,3138990,7.14E+08
2007-02-26,1470.03,0.15,0.01,0,1466.92,1470.95,1462.19,261757,3341189,7.22E+08
2007-02-23,1469.88,4.47,0.31,0,1470.44,1471.04,1459.81,310567,5268529,7.22E+08
2007-02-22,1465.41,14.03,0.97,0,1452.71,1471.04,1452.62,310281,3683843,7.20E+08
2007-02-21,1451.38,-1.58,-0.11,1,1455.18,1457.37,1444.84,258240,3206897,7.13E+08
2007-02-20,1452.96,4.15,0.29,0,1450.96,1453.25,1443.97,220471,2529606,7.14E+08
2007-02-16,1448.81,5.18,0.36,0,1444.46,1448.96,1439.03,207157,3634848,7.12E+08
2007-02-15,1443.63,7.53,0.52,0,1450.55,1450.84,1441.79,216083,3503461,7.09E+08
2007-02-14,1436.1,17.66,1.25,0,1430.02,1440.51,1430.01,214653,3580135,7.05E+08
2007-02-13,1418.44,4.15,0.29,0,1412.72,1424.66,1410.81,219251,2919645,6.96E+08
2007-02-12,1414.29,-13.39,-0.94,1,1416.84,1416.84,1403.75,209291,2819813,6.94E+08
2007-02-09,1427.68,4.1,0.29,0,1424.49,1432.29,1422.97,227567,2741316,7.01E+08
2007-02-08,1423.58,-2.71,-0.19,1,1424.99,1431.01,1416.05,189043,2855871,6.99E+08
2007-02-07,1426.29,-2.29,-0.16,1,1430.85,1431.25,1419.48,193225,2958774,7.00E+08
2007-02-06,1428.58,10.63,0.75,0,1416.65,1428.91,1414.58,188882,2954601,7.02E+08
2007-02-05,1417.95,4.81,0.34,0,1413.77,1420.42,1409.71,181595,3108424,6.97E+08
2007-02-02,1413.14,30.24,2.19,0,1386.78,1413.34,1386.06,219152,4169084,6.95E+08
2007-02-01,1382.9,22.67,1.67,0,1367.07,1382.9,1362.04,168201,2860276,6.80E+08
2007-01-31,1360.23,-10.49,-0.77,1,1374.76,1374.76,1357.87,192327,2278384,6.69E+08
2007-01-30,1370.72,7.62,0.56,0,1365,1371.59,1360.42,161253,2269271,6.74E+08
2007-01-29,1363.1,-8.23,-0.6,1,1376.48,1378.28,1361.23,136329,2253639,6.70E+08
2007-01-26,1371.33,-11.03,-0.8,1,1372.36,1378.48,1366.1,160883,2467215,6.74E+08
2007-01-25,1382.36,-0.7,-0.05,1,1392.55,1392.55,1379.66,157049,2187782,6.80E+08
2007-01-24,1383.06,19.97,1.47,0,1369.96,1383.75,1369.02,197926,2704447,6.80E+08
2007-01-23,1363.09,-0.32,-0.02,1,1353.06,1367.03,1352.5,184015,2417230,6.70E+08
2007-01-22,1363.41,2.85,0.21,0,1363.84,1364.67,1348.46,190990,2476833,6.70E+08
2007-01-19,1360.56,-22.65,-1.64,1,1369.09,1372.63,1356.22,222672,3008845,6.69E+08
2007-01-18,1383.21,3.73,0.27,0,1378.37,1385.22,1372.93,181232,2599655,6.80E+08
2007-01-17,1379.48,-10.23,-0.74,1,1391.75,1391.75,1369.08,205373,2674358,6.78E+08
2007-01-16,1389.71,-1.25,-0.09,1,1392,1393.42,1385.2,171336,2188877,6.83E+08
2007-01-15,1390.96,2.59,0.19,0,1396.87,1397.64,1385.81,163885,2462801,6.84E+08
2007-01-12,1388.37,23.06,1.69,0,1379,1389,1372.87,213766,3185029,6.82E+08
2007-01-11,1365.31,9.52,0.7,0,1357.57,1375.31,1355.63,211751,2689447,6.70E+08
2007-01-10,1355.79,-18.55,-1.35,1,1372.52,1372.52,1345.08,225462,2912102,6.66E+08
2007-01-09,1374.34,3.53,0.26,0,1376.71,1381.99,1367.74,216844,2473171,6.75E+08
2007-01-08,1370.81,-14.95,-1.08,1,1376.76,1384.65,1366.48,177592,2555241,6.74E+08
2007-01-05,1385.76,-11.53,-0.83,1,1398.6,1400.59,1372.36,277292,3394972,6.81E+08
2007-01-04,1397.29,-12.06,-0.86,1,1410.55,1411.12,1388.5,241172,2967081,6.87E+08
2007-01-03,1409.35,-25.91,-1.81,1,1436.42,1437.79,1409.31,203208,2611604,6.93E+08
2007-01-02,1435.26,0.8,0.06,0,1438.89,1439.71,1430.06,147739,2037041,7.05E+08
2006-12-28,1434.46,9.36,0.66,0,1433.63,1437.48,1425.84,160604,1968110,7.05E+08
2006-12-27,1425.1,-8.82,-0.62,1,1426.8,1429.84,1418.77,175940,1809361,7.00E+08
2006-12-26,1433.92,-3.57,-0.25,1,1434.58,1441.21,1422.37,218666,2585669,7.04E+08
2006-12-22,1437.49,1.02,0.07,0,1432.03,1439.27,1432.03,218349,2578280,7.05E+08
2006-12-21,1436.47,-5.81,-0.4,1,1444.41,1445.51,1434.47,193026,2626650,7.05E+08
2006-12-20,1442.28,14.52,1.02,0,1429.77,1445.5,1429.77,240499,3007920,7.08E+08
2006-12-19,1427.76,-5.47,-0.38,1,1431.07,1436.4,1425.6,215449,2608340,7.01E+08
2006-12-18,1433.23,11.36,0.8,0,1427.14,1437.64,1427.14,244629,2778671,7.03E+08
2006-12-15,1421.87,3.49,0.25,0,1418.53,1425.78,1412.17,319548,2961186,6.98E+08
2006-12-14,1418.38,35.1,2.54,0,1385.5,1418.38,1376.87,250160,4610445,6.96E+08
2006-12-13,1383.28,6.3,0.46,0,1375.31,1386.69,1373.52,186913,2537772,6.79E+08
2006-12-12,1376.98,-13.75,-0.99,1,1392.22,1392.9,1373.03,195342,2536232,6.76E+08
2006-12-11,1390.73,0.3,0.02,0,1390.26,1396.15,1389.65,213260,2258526,6.82E+08
2006-12-08,1390.43,-19.87,-1.41,1,1400.98,1400.98,1386.26,221669,2922814,6.82E+08
2006-12-07,1410.3,-3.43,-0.24,1,1411.73,1416.13,1407.66,237407,2843977,6.92E+08
2006-12-06,1413.73,-6.86,-0.48,1,1422.75,1423.07,1399.68,237546,2972861,6.94E+08
2006-12-05,1420.59,-5.87,-0.41,1,1432.97,1436.69,1420.4,300827,3847660,6.98E+08
2006-12-04,1426.46,-7.9,-0.55,1,1431.01,1433.28,1426.34,197279,2734387,7.00E+08
2006-12-01,1434.36,2.15,0.15,0,1433.4,1436.8,1428.24,231104,2860540,7.04E+08
2006-11-30,1432.21,9.66,0.68,0,1427.67,1434.85,1427.67,252192,3260458,7.03E+08
2006-11-29,1422.55,11.08,0.78,0,1413.91,1424.91,1413.54,254274,3555666,6.99E+08
2006-11-28,1411.47,-13.66,-0.96,1,1407.52,1413.71,1404.67,252352,3018734,6.93E+08
2006-11-27,1425.13,3.4,0.24,0,1419.8,1425.13,1415.22,297936,3001665,7.00E+08
2006-11-24,1421.73,2.5,0.18,0,1419.99,1424.82,1411.27,314623,3265382,6.98E+08
2006-11-23,1419.23,-3.31,-0.23,1,1419.51,1424.33,1414.8,237548,3115729,6.97E+08
2006-11-22,1422.54,16.64,1.18,0,1405.34,1422.54,1405.21,247167,3029281,6.99E+08
2006-11-21,1405.9,3.69,0.26,0,1402.75,1406.58,1399.97,277288,3542783,6.91E+08
2006-11-20,1402.21,-10.01,-0.71,1,1413.74,1413.88,1400.83,232531,2831134,6.89E+08
2006-11-17,1412.22,1.47,0.1,0,1414.17,1416.4,1407.26,250383,2633292,6.94E+08
2006-11-16,1410.75,-1.79,-0.13,1,1417.68,1417.68,1409.22,259277,2985556,6.94E+08
2006-11-15,1412.54,5.17,0.37,0,1412.07,1413.69,1406.86,236747,3319693,6.94E+08
2006-11-14,1407.37,10.68,0.76,0,1402.92,1407.54,1400.74,205371,3026487,6.92E+08
2006-11-13,1396.69,0.96,0.07,0,1399.51,1399.98,1386.76,178608,2542144,6.86E+08
2006-11-10,1395.73,-3.71,-0.27,1,1393.88,1399.87,1391.69,168512,2523006,6.85E+08
2006-11-09,1399.44,19.37,1.4,0,1382.4,1399.44,1382.11,197535,3177046,6.87E+08
2006-11-08,1380.07,-7.37,-0.53,1,1391.23,1393.51,1379.34,197670,2680360,6.78E+08
2006-11-07,1387.44,8.25,0.6,0,1389.12,1392.51,1385.41,213063,2963597,6.81E+08
2006-11-06,1379.19,-4.69,-0.34,1,1379.37,1379.37,1363.71,209561,2564545,6.77E+08
2006-11-03,1383.88,0.15,0.01,0,1385.17,1385.39,1379.26,215319,2900250,6.79E+08
2006-11-02,1383.73,9.38,0.68,0,1371.51,1383.73,1370.3,218346,2819774,6.79E+08
2006-11-01,1374.35,9.8,0.72,0,1372.03,1378.11,1366.6,233252,2910816,6.75E+08
2006-10-31,1364.55,8.44,0.62,0,1356.91,1364.83,1351.08,255789,2906935,6.70E+08
2006-10-30,1356.11,-12.98,-0.95,1,1363.34,1363.34,1353.46,159719,2290180,6.66E+08
2006-10-27,1369.09,-4.56,-0.33,1,1378.06,1379.51,1362.44,205034,3029327,6.72E+08
2006-10-26,1373.65,2.22,0.16,0,1373.99,1377.4,1369.66,241700,3015085,6.74E+08
2006-10-25,1371.43,4.93,0.36,0,1368.36,1375.01,1365.8,231825,2780044,6.73E+08
2006-10-24,1366.5,1.55,0.11,0,1373.57,1374.43,1364.07,244728,3018555,6.71E+08
2006-10-23,1364.95,0.71,0.05,0,1367.14,1369.85,1358.93,240374,2865836,6.70E+08
2006-10-20,1364.24,10.18,0.75,0,1357.37,1366.94,1357.14,269190,3186747,6.70E+08
2006-10-19,1354.06,-0.2,-0.01,1,1356.61,1358.95,1350.36,295222,2868667,6.65E+08
2006-10-18,1354.26,2.96,0.22,0,1345.6,1355.92,1338,279680,2779203,6.65E+08
2006-10-17,1351.3,-5.42,-0.4,1,1360.56,1360.56,1339.89,308567,2540358,6.64E+08
2006-10-16,1356.72,8.12,0.6,0,1356.59,1358.88,1350.8,208577,2849772,6.67E+08
2006-10-13,1348.6,16.82,1.26,0,1349.5,1353.93,1345.97,305317,3095741,6.63E+08
2006-10-12,1331.78,6.29,0.47,0,1325.7,1337.7,1323.8,256986,2892015,6.55E+08
2006-10-11,1325.49,-2.88,-0.22,1,1317.68,1332.28,1315.84,198429,2609578,6.52E+08
2006-10-10,1328.37,8.97,0.68,0,1322.44,1334.41,1322.44,251540,2766970,6.53E+08
2006-10-09,1319.4,-32.6,-2.41,1,1356.59,1365.01,1303.62,400256,4537950,6.49E+08
2006-10-04,1352,-22.22,-1.62,1,1366.16,1371.72,1345.83,223066,2940362,6.65E+08
2006-10-02,1374.22,2.81,0.2,0,1370.27,1380.91,1367.74,231198,2357217,6.76E+08
2006-09-29,1371.41,-0.02,0,1,1375.38,1377.37,1367.78,248282,2675839,6.74E+08
2006-09-28,1371.43,11.4,0.84,0,1362.72,1372.22,1359.47,228240,3096166,6.74E+08
2006-09-27,1360.03,16.06,1.19,0,1352.22,1361.12,1351.83,242745,3141482,6.69E+08
2006-09-26,1343.97,-11.24,-0.83,1,1360.88,1361.56,1338.98,241628,2647399,6.61E+08
2006-09-25,1355.21,6.83,0.51,0,1347.88,1357.69,1345.56,201957,2664602,6.66E+08
2006-09-22,1348.38,-18.41,-1.35,1,1358.45,1360.18,1343.27,250125,3413739,6.63E+08
2006-09-21,1366.79,0.35,0.03,0,1373.35,1378.79,1363.48,237537,3139466,6.72E+08
2006-09-20,1366.44,-7.51,-0.55,1,1366.51,1369.18,1355.04,233743,2939722,6.72E+08
2006-09-19,1373.95,-0.35,-0.03,1,1375.23,1378.99,1370.44,237298,2875096,6.76E+08
2006-09-18,1374.3,13.2,0.97,0,1360.66,1378.04,1358.57,305450,3586819,6.76E+08
2006-09-15,1361.1,2.35,0.17,0,1355.08,1361.2,1351.26,342889,2879141,6.69E+08
2006-09-14,1358.75,25.62,1.92,0,1333.66,1358.75,1329.11,288840,4056574,6.68E+08
2006-09-13,1333.13,5.09,0.38,0,1341.62,1342.38,1332.87,249303,2687673,6.55E+08
2006-09-12,1328.04,-6.04,-0.45,1,1334.35,1339.31,1323.9,266773,2496513,6.53E+08
2006-09-11,1334.08,-20.81,-1.54,1,1357.29,1357.29,1333.84,248050,2349498,6.56E+08
2006-09-08,1354.89,3.72,0.28,0,1345.61,1358.1,1344.68,260044,2460524,6.66E+08
2006-09-07,1351.17,-5.84,-0.43,1,1351.55,1353.67,1342.57,251102,2475844,6.64E+08
2006-09-06,1357.01,-4.23,-0.31,1,1362.45,1364.86,1353.55,219141,2682641,6.67E+08
2006-09-05,1361.24,2.18,0.16,0,1360.97,1362.47,1356.29,235655,2386394,6.69E+08
2006-09-04,1359.06,2.39,0.18,0,1363.69,1365.08,1359.04,238693,2585514,6.68E+08
2006-09-01,1356.67,3.93,0.29,0,1354.77,1357.01,1349.63,215901,2591019,6.67E+08
2006-08-31,1352.74,11.39,0.85,0,1348.05,1361.48,1344.57,279257,3348006,6.65E+08
2006-08-30,1341.35,-3.26,-0.24,1,1346.69,1346.99,1337.96,257237,2800312,6.59E+08
2006-08-29,1344.61,16.72,1.26,0,1336.4,1345.3,1336.4,261284,2879602,6.61E+08
2006-08-28,1327.89,-1.46,-0.11,1,1329.9,1335.64,1325.04,189855,2277726,6.53E+08
2006-08-25,1329.35,13.62,1.04,0,1317.65,1333.89,1317.16,201748,2581633,6.52E+08
2006-08-24,1315.73,-9.22,-0.7,1,1322.16,1322.22,1309.55,192324,2315431,6.46E+08
2006-08-23,1324.95,-10.01,-0.75,1,1332.52,1333.13,1319.95,208087,2407228,6.50E+08
2006-08-22,1334.96,13.29,1.01,0,1321.76,1336.11,1321.76,185508,2492080,6.55E+08
2006-08-21,1321.67,-9.43,-0.71,1,1333.26,1337.7,1316.51,189261,2317373,6.49E+08
2006-08-18,1331.1,3.32,0.25,0,1330.06,1336.38,1324.62,192914,3184084,6.53E+08
2006-08-17,1327.78,12.17,0.93,0,1325.74,1335.41,1325.74,225535,3554751,6.52E+08
2006-08-16,1315.61,20.5,1.58,0,1311.56,1319.48,1306.45,231679,3290640,6.45E+08
2006-08-14,1295.11,3.01,0.23,0,1295.43,1303.89,1287.65,176474,2117430,6.35E+08
2006-08-11,1292.1,-12.21,-0.94,1,1312.18,1317.19,1291.9,226689,2626452,6.34E+08
2006-08-10,1304.31,-10.62,-0.81,1,1310.94,1314.76,1293.53,224418,3031000,6.40E+08
2006-08-09,1314.93,3.83,0.29,0,1306.99,1321.55,1297.28,195817,2602338,6.45E+08
2006-08-08,1311.1,21.56,1.67,0,1290.56,1311.1,1290.56,197974,2478868,6.43E+08
2006-08-07,1289.54,-14.97,-1.15,1,1308.36,1308.59,1289.23,161899,2119337,6.33E+08
2006-08-04,1304.51,12.46,0.96,0,1296.5,1305.8,1296.5,189520,2487823,6.40E+08
2006-08-03,1292.05,-3.06,-0.24,1,1302.45,1304.77,1288.03,182404,2961819,6.34E+08
