date,end,delta,delta_ratio,isup,avrage,high,low,volume,transation_value,total_value
2022-09-02,2409.41,-6.2,-0.26,1,2427.7,2432.37,2402.67,391599,7214620,1.90E+09
2022-09-01,2415.61,-56.44,-2.28,1,2443,2443.61,2415.61,580021,8452318,1.90E+09
2022-08-31,2472.05,21.12,0.86,0,2433.47,2473.75,2426.14,436247,9562592,1.95E+09
2022-08-30,2450.93,24.04,0.99,0,2441.21,2453.91,2433.48,336555,6826615,1.93E+09
2022-08-29,2426.89,-54.14,-2.18,1,2432.06,2432.89,2417.01,448746,7891467,1.91E+09
2022-08-26,2481.03,3.77,0.15,0,2489.14,2497.76,2476.75,520091,8628665,1.96E+09
2022-08-25,2477.26,29.81,1.22,0,2459.79,2477.26,2455.32,426230,7286329,1.95E+09
2022-08-24,2447.45,12.11,0.5,0,2446.18,2454.01,2430.69,423502,8119784,1.93E+09
2022-08-23,2435.34,-27.16,-1.1,1,2449.31,2454.55,2431.83,471166,7560708,1.92E+09
2022-08-22,2462.5,-30.19,-1.21,1,2467.38,2475.77,2457.08,422552,6108019,1.94E+09
2022-08-19,2492.69,-15.36,-0.61,1,2510.72,2510.72,2492.69,459835,7138648,1.96E+09
2022-08-18,2508.05,-8.42,-0.33,1,2499.3,2515.37,2488.09,381628,7105985,1.98E+09
2022-08-17,2516.47,-17.05,-0.67,1,2536.57,2543.15,2512.01,418053,7153680,1.98E+09
2022-08-16,2533.52,5.58,0.22,0,2543.05,2546.35,2532.2,398335,8064107,2.00E+09
2022-08-12,2527.94,4.16,0.16,0,2519.66,2533.2,2514.31,445547,8028577,1.99E+09
2022-08-11,2523.78,42.9,1.73,0,2507.74,2523.78,2506.41,505246,9710840,1.99E+09
2022-08-10,2480.88,-22.58,-0.9,1,2493.7,2494.15,2478.21,479467,9029482,1.95E+09
2022-08-09,2503.46,10.36,0.42,0,2493.57,2506.49,2481.36,454364,8940803,1.97E+09
2022-08-08,2493.1,2.3,0.09,0,2481.17,2494,2477.76,418234,7613758,1.96E+09
2022-08-05,2490.8,17.69,0.72,0,2481.43,2497.58,2480.05,409776,7561092,1.96E+09
2022-08-04,2473.11,11.66,0.47,0,2478.44,2478.95,2465.32,399965,7506315,1.95E+09
2022-08-03,2461.45,21.83,0.89,0,2438.56,2461.45,2433.12,475302,6751539,1.94E+09
2022-08-02,2439.62,-12.63,-0.52,1,2451,2451.07,2428.76,549924,7266264,1.92E+09
2022-08-01,2452.25,0.75,0.03,0,2444.05,2461.4,2437.13,487160,7509598,1.93E+09
2022-07-29,2451.5,16.23,0.67,0,2453.53,2463.05,2442.01,499369,1.03E+07,1.93E+09
2022-07-28,2435.27,19.74,0.82,0,2437.57,2443.43,2429.07,491073,9196435,1.92E+09
2022-07-27,2415.53,2.57,0.11,0,2412.52,2415.53,2396.19,333588,7049803,1.90E+09
2022-07-26,2412.96,9.27,0.39,0,2397.27,2415.39,2395.17,415671,6240741,1.90E+09
2022-07-25,2403.69,10.55,0.44,0,2385.65,2412.47,2385.65,323091,5959859,1.89E+09
2022-07-22,2393.14,-16.02,-0.66,1,2405.37,2417.91,2391.48,381597,6973851,1.89E+09
2022-07-21,2409.16,22.31,0.93,0,2387.91,2411.96,2387.91,295624,6309071,1.90E+09
2022-07-20,2386.85,15.88,0.67,0,2406.29,2410.06,2382.65,333329,7434804,1.88E+09
2022-07-19,2370.97,-4.28,-0.18,1,2367.52,2372.74,2359.59,339378,6556191,1.87E+09
2022-07-18,2375.25,44.27,1.9,0,2350.48,2376.5,2344.12,324357,7104661,1.87E+09
2022-07-15,2330.98,8.66,0.37,0,2335.12,2337.3,2293.45,319675,7383211,1.84E+09
2022-07-14,2322.32,-6.29,-0.27,1,2316.41,2338.29,2307.69,349138,6539857,1.83E+09
2022-07-13,2328.61,10.85,0.47,0,2324.45,2341.19,2312.49,308806,5998501,1.83E+09
2022-07-12,2317.76,-22.51,-0.96,1,2330.88,2333.02,2303.74,379308,6369258,1.82E+09
2022-07-11,2340.27,-10.34,-0.44,1,2357.43,2363.26,2337.82,377108,6301234,1.84E+09
2022-07-08,2350.61,16.34,0.7,0,2352.49,2367.84,2348.74,411425,7008118,1.85E+09
2022-07-07,2334.27,42.26,1.84,0,2308.97,2344.14,2307.9,340173,7652636,1.84E+09
2022-07-06,2292.01,-49.77,-2.13,1,2330.11,2332.14,2290.33,410732,8919472,1.80E+09
2022-07-05,2341.78,41.44,1.8,0,2322.11,2344.08,2309.62,323905,6890579,1.84E+09
2022-07-04,2300.34,-5.08,-0.22,1,2310.73,2318.31,2276.63,467960,7339365,1.81E+09
2022-07-01,2305.42,-27.22,-1.17,1,2342.92,2354.97,2291.49,530346,8687669,1.81E+09
2022-06-30,2332.64,-45.35,-1.91,1,2368.57,2368.57,2332.59,515396,8923481,1.84E+09
2022-06-29,2377.99,-44.1,-1.82,1,2387.1,2393.25,2375.45,422127,7965810,1.87E+09
2022-06-28,2422.09,20.17,0.84,0,2405.2,2422.1,2393.96,564986,7193434,1.91E+09
2022-06-27,2401.92,35.32,1.49,0,2383.2,2418.94,2365.86,510587,7656358,1.89E+09
2022-06-24,2366.6,52.28,2.26,0,2327.11,2373.48,2319.99,654446,8469156,1.86E+09
2022-06-23,2314.32,-28.49,-1.22,1,2347.84,2361.23,2306.48,749661,1.02E+07,1.82E+09
2022-06-22,2342.81,-66.12,-2.74,1,2417.11,2418.05,2342.81,532139,8690134,1.84E+09
2022-06-21,2408.93,17.9,0.75,0,2402.99,2423.48,2385.6,479678,7440755,1.89E+09
2022-06-20,2391.03,-49.9,-2.04,1,2449.89,2449.89,2372.35,592702,9092289,1.88E+09
2022-06-17,2440.93,-10.48,-0.43,1,2409.72,2441.34,2396.47,634897,1.12E+07,1.92E+09
2022-06-16,2451.41,4.03,0.16,0,2481.66,2500.36,2447.33,584041,9588187,1.93E+09
2022-06-15,2447.38,-45.59,-1.83,1,2490.01,2495.54,2436.04,714143,9936928,1.93E+09
2022-06-14,2492.97,-11.54,-0.46,1,2472.96,2503.17,2457.39,671757,9992820,1.96E+09
2022-06-13,2504.51,-91.36,-3.52,1,2550.21,2550.32,2504.51,660309,1.03E+07,1.97E+09
2022-06-10,2595.87,-29.57,-1.13,1,2596.37,2602.8,2583.74,724090,8285964,2.04E+09
2022-06-09,2625.44,-0.71,-0.03,1,2618.92,2627.88,2606.61,814883,1.09E+07,2.07E+09
2022-06-08,2626.15,-0.19,-0.01,1,2633.53,2639.52,2621.96,576390,7964335,2.07E+09
2022-06-07,2626.34,-44.31,-1.66,1,2659.27,2662.04,2622.78,524710,8948924,2.07E+09
2022-06-03,2670.65,11.66,0.44,0,2679.57,2681.51,2663,562470,7566758,2.10E+09
2022-06-02,2658.99,-26.91,-1,1,2670.74,2674,2653.59,525259,7860485,2.09E+09
2022-05-31,2685.9,16.24,0.61,0,2666.88,2685.9,2654.32,671679,1.40E+07,2.11E+09
2022-05-30,2669.66,31.61,1.2,0,2662.31,2672.74,2654.18,469798,7473952,2.10E+09
2022-05-27,2638.05,25.6,0.98,0,2640.75,2644.71,2631.49,590814,8028159,2.08E+09
2022-05-26,2612.45,-4.77,-0.18,1,2616.99,2641.91,2602.01,595849,8613524,2.06E+09
2022-05-25,2617.22,11.35,0.44,0,2621.75,2630.17,2602.94,712611,8353419,2.06E+09
2022-05-24,2605.87,-41.51,-1.57,1,2638.94,2646.99,2605.87,851236,8703526,2.05E+09
2022-05-23,2647.38,8.09,0.31,0,2651.63,2653.87,2634.29,644205,7815204,2.08E+09
2022-05-20,2639.29,46.95,1.81,0,2605.78,2641.68,2605.38,755653,9634339,2.08E+09
2022-05-19,2592.34,-33.64,-1.28,1,2576.24,2597.79,2568.54,677595,9883990,2.04E+09
2022-05-18,2625.98,5.54,0.21,0,2634.75,2644.13,2618,870268,1.00E+07,2.07E+09
2022-05-17,2620.44,23.86,0.92,0,2603.58,2621.84,2603.58,873519,9658877,2.06E+09
2022-05-16,2596.58,-7.66,-0.29,1,2624.69,2629.2,2593.61,780199,8528537,2.04E+09
2022-05-13,2604.24,54.16,2.12,0,2570.01,2605.84,2565.96,788539,1.03E+07,2.05E+09
2022-05-12,2550.08,-42.19,-1.63,1,2569.5,2591.57,2546.8,900331,1.22E+07,2.01E+09
2022-05-11,2592.27,-4.29,-0.17,1,2586.52,2599.11,2579.09,679510,8608259,2.04E+09
2022-05-10,2596.56,-14.25,-0.55,1,2590.13,2602.75,2553.01,841463,1.08E+07,2.04E+09
2022-05-09,2610.81,-33.7,-1.27,1,2634.32,2642.75,2606.08,892653,9289661,2.06E+09
2022-05-06,2644.51,-33.06,-1.23,1,2650.89,2652.51,2635.97,1333936,1.06E+07,2.08E+09
2022-05-04,2677.57,-2.89,-0.11,1,2690.45,2696.03,2667.23,1181020,9903934,2.11E+09
2022-05-03,2680.46,-6.99,-0.26,1,2690.16,2702.1,2680.46,883403,9199338,2.11E+09
2022-05-02,2687.45,-7.6,-0.28,1,2669.21,2689.91,2667.85,873723,9075649,2.11E+09
2022-04-29,2695.05,27.56,1.03,0,2669.18,2696.1,2664.06,975253,1.27E+07,2.12E+09
2022-04-28,2667.49,28.43,1.08,0,2656.54,2667.49,2638.37,899169,1.25E+07,2.10E+09
2022-04-27,2639.06,-29.25,-1.1,1,2630.58,2641.82,2615.5,1072367,1.26E+07,2.07E+09
2022-04-26,2668.31,11.18,0.42,0,2674,2678.05,2663.83,889942,1.08E+07,2.09E+09
2022-04-25,2657.13,-47.58,-1.76,1,2676.67,2680.35,2657.04,1018005,1.17E+07,2.09E+09
2022-04-22,2704.71,-23.5,-0.86,1,2704.72,2708.58,2690.48,1239910,1.21E+07,2.12E+09
2022-04-21,2728.21,9.52,0.35,0,2725.71,2737.54,2725.04,1002973,1.15E+07,2.14E+09
2022-04-20,2718.69,-0.2,-0.01,1,2718.49,2724.46,2702.84,1736283,1.23E+07,2.13E+09
2022-04-19,2718.89,25.68,0.95,0,2707.76,2723.98,2705.32,1257385,9779975,2.13E+09
2022-04-18,2693.21,-2.85,-0.11,1,2685.04,2701.11,2681.37,1024915,9050332,2.11E+09
2022-04-15,2696.06,-20.65,-0.76,1,2695.52,2705.41,2685.01,693718,9570268,2.11E+09
2022-04-14,2716.71,0.22,0.01,0,2719.34,2720.3,2702.61,665351,1.14E+07,2.13E+09
2022-04-13,2716.49,49.73,1.86,0,2677.53,2717.63,2672.6,733241,9645446,2.13E+09
2022-04-12,2666.76,-26.34,-0.98,1,2674.17,2685.08,2658.4,870970,9853720,2.09E+09
2022-04-11,2693.1,-7.29,-0.27,1,2687.54,2711.02,2683.96,742602,8831630,2.11E+09
2022-04-08,2700.39,4.53,0.17,0,2706.64,2712,2685.52,948355,1.03E+07,2.12E+09
2022-04-07,2695.86,-39.17,-1.43,1,2714.7,2718.5,2693.36,999276,1.23E+07,2.12E+09
2022-04-06,2735.03,-24.17,-0.88,1,2739.07,2747.85,2730.66,1321645,1.10E+07,2.15E+09
2022-04-05,2759.2,1.3,0.05,0,2765.5,2769.18,2750.5,1605994,9933181,2.17E+09
2022-04-04,2757.9,18.05,0.66,0,2729.86,2758.38,2722.45,1022971,9744918,2.16E+09
2022-04-01,2739.85,-17.8,-0.65,1,2745.85,2745.85,2729.68,1305564,1.07E+07,2.15E+09
2022-03-31,2757.65,10.91,0.4,0,2743.24,2765.2,2743.2,1030289,9729367,2.16E+09
2022-03-30,2746.74,5.67,0.21,0,2758.31,2760.6,2740.02,840134,1.11E+07,2.16E+09
2022-03-29,2741.07,11.51,0.42,0,2745.62,2754.18,2733.22,732159,1.00E+07,2.15E+09
2022-03-28,2729.56,-0.42,-0.02,1,2721.22,2737.46,2707.74,768043,9801744,2.14E+09
2022-03-25,2729.98,0.32,0.01,0,2740.83,2740.95,2722.36,602771,1.08E+07,2.14E+09
2022-03-24,2729.66,-5.39,-0.2,1,2716.25,2729.66,2705.14,960898,1.32E+07,2.14E+09
2022-03-23,2735.05,25.05,0.92,0,2727.12,2742.27,2720.83,883376,1.18E+07,2.15E+09
2022-03-22,2710,23.95,0.89,0,2686.68,2712.14,2686.58,489442,9367506,2.13E+09
2022-03-21,2686.05,-20.97,-0.77,1,2717.81,2717.81,2683.69,502402,8693850,2.11E+09
2022-03-18,2707.02,12.51,0.46,0,2695.64,2708.16,2688.71,644017,1.14E+07,2.13E+09
2022-03-17,2694.51,35.28,1.33,0,2703.27,2714,2694.51,546079,1.19E+07,2.12E+09
2022-03-16,2659.23,37.7,1.44,0,2649.85,2659.9,2630.03,736354,9310851,2.09E+09
2022-03-15,2621.53,-24.12,-0.91,1,2630.31,2641.97,2615.08,604182,9583002,2.06E+09
2022-03-14,2645.65,-15.63,-0.59,1,2654.93,2661.76,2633.31,636324,1.20E+07,2.08E+09
2022-03-11,2661.28,-19.04,-0.71,1,2665.95,2672.62,2647.28,797034,1.24E+07,2.09E+09
2022-03-10,2680.32,57.92,2.21,0,2660.86,2682.79,2660.86,613810,1.37E+07,2.11E+09
2022-03-08,2622.4,-28.91,-1.09,1,2617.33,2647.18,2605.81,540370,1.17E+07,2.06E+09
2022-03-07,2651.31,-62.12,-2.29,1,2680.17,2680.17,2644.1,571562,1.21E+07,2.08E+09
2022-03-04,2713.43,-33.65,-1.22,1,2736.58,2736.58,2702.34,765676,1.24E+07,2.13E+09
2022-03-03,2747.08,43.56,1.61,0,2729.86,2748.21,2726.35,614515,1.06E+07,2.16E+09
2022-03-02,2703.52,4.34,0.16,0,2698.31,2716.46,2692.24,527950,1.10E+07,2.12E+09
2022-02-28,2699.18,22.42,0.84,0,2663,2699.18,2658.25,613470,1.29E+07,2.12E+09
2022-02-25,2676.76,27.96,1.06,0,2678.47,2694.81,2665.96,664347,1.22E+07,2.10E+09
2022-02-24,2648.8,-70.73,-2.6,1,2689.28,2694.55,2642.63,926400,1.36E+07,2.08E+09
2022-02-23,2719.53,12.74,0.47,0,2727.43,2729.56,2705.31,537841,9138534,2.14E+09
2022-02-22,2706.79,-37.01,-1.35,1,2705.08,2721.84,2690.09,648401,1.06E+07,2.13E+09
2022-02-21,2743.8,-0.72,-0.03,1,2706.65,2746.62,2694.9,495301,7896734,2.16E+09
2022-02-18,2744.52,0.43,0.02,0,2714.52,2747.08,2711.88,513521,8508342,2.16E+09
2022-02-17,2744.09,14.41,0.53,0,2735.11,2770.66,2711.99,611422,1.18E+07,2.16E+09
2022-02-16,2729.68,53.14,1.99,0,2719.61,2730.43,2711.34,422366,8389883,2.15E+09
2022-02-15,2676.54,-27.94,-1.03,1,2712.45,2716.45,2665.47,589039,9435834,2.10E+09
2022-02-14,2704.48,-43.23,-1.57,1,2715.1,2724.72,2688.24,616343,1.16E+07,2.13E+09
2022-02-11,2747.71,-24.22,-0.87,1,2739.14,2766.7,2735.08,480520,1.10E+07,2.16E+09
2022-02-10,2771.93,3.08,0.11,0,2787.44,2788.27,2761.76,509611,1.28E+07,2.18E+09
2022-02-09,2768.85,22.38,0.81,0,2772.63,2773.38,2753.51,539124,1.03E+07,2.18E+09
2022-02-08,2746.47,1.41,0.05,0,2767.76,2779.85,2726.72,560534,1.18E+07,2.16E+09
2022-02-07,2745.06,-5.2,-0.19,1,2750.7,2750.7,2718.94,417838,1.13E+07,2.16E+09
2022-02-04,2750.26,42.44,1.57,0,2714.83,2751.8,2712.87,536149,1.14E+07,2.16E+09
2022-02-03,2707.82,44.48,1.67,0,2706.34,2735.34,2702.78,435710,1.25E+07,2.13E+09
2022-01-28,2663.34,48.85,1.87,0,2617.87,2668.59,2591.53,434187,1.38E+07,2.09E+09
2022-01-27,2614.49,-94.75,-3.5,1,2709.24,2722.86,2614.49,487727,2.05E+07,2.06E+09
2022-01-26,2709.24,-11.15,-0.41,1,2729.75,2744.14,2708.1,472651,8978727,2.01E+09
2022-01-25,2720.39,-71.61,-2.56,1,2786.41,2789.62,2703.99,639959,1.17E+07,2.02E+09
2022-01-24,2792,-42.29,-1.49,1,2823.76,2828.11,2780.68,473993,9304491,2.07E+09
2022-01-21,2834.29,-28.39,-0.99,1,2837.49,2847.95,2817.11,532753,1.07E+07,2.10E+09
2022-01-20,2862.68,20.4,0.72,0,2842.28,2862.7,2830.97,395669,8872018,2.12E+09
2022-01-19,2842.28,-21.96,-0.77,1,2840.34,2871.79,2832.18,463829,9649067,2.11E+09
2022-01-18,2864.24,-25.86,-0.89,1,2898.98,2902.79,2857.26,554041,1.00E+07,2.12E+09
2022-01-17,2890.1,-31.82,-1.09,1,2918.55,2919.67,2875.98,593261,1.04E+07,2.14E+09
2022-01-14,2921.92,-40.17,-1.36,1,2937.61,2944.97,2914.73,532668,1.08E+07,2.16E+09
2022-01-13,2962.09,-10.39,-0.35,1,2979.91,2982.14,2958.39,604871,1.15E+07,2.19E+09
2022-01-12,2972.48,45.1,1.54,0,2950.78,2972.58,2950.31,519501,1.09E+07,2.20E+09
2022-01-11,2927.38,0.66,0.02,0,2930.93,2943.57,2909.82,566172,1.06E+07,2.17E+09
2022-01-10,2926.72,-28.17,-0.95,1,2947.37,2951.12,2910.9,477400,1.04E+07,2.17E+09
2022-01-07,2954.89,34.36,1.18,0,2933.78,2959.03,2933.1,546172,1.06E+07,2.19E+09
2022-01-06,2920.53,-33.44,-1.13,1,2925.4,2952.54,2915.38,786045,1.33E+07,2.16E+09
2022-01-05,2953.97,-35.27,-1.18,1,2984.05,2986.2,2936.73,787346,1.54E+07,2.19E+09
2022-01-04,2989.24,0.47,0.02,0,2991.97,2995.25,2973.08,621549,9991474,2.21E+09
2022-01-03,2988.77,11.12,0.37,0,2998.32,3010.77,2979.42,435826,8193887,2.21E+09
2021-12-30,2977.65,-15.64,-0.52,1,2999.75,3005.36,2975.74,461038,8727458,2.20E+09
2021-12-29,2993.29,-26.95,-0.89,1,3002.9,3007.72,2988.67,545832,1.09E+07,2.22E+09
2021-12-28,3020.24,20.69,0.69,0,3006.77,3020.29,2991.55,607046,1.21E+07,2.24E+09
2021-12-27,2999.55,-12.88,-0.43,1,3013.94,3017.31,2999.3,475363,8280395,2.22E+09
2021-12-24,3012.43,14.26,0.48,0,3009.48,3025.77,3009.48,537548,8583473,2.23E+09
2021-12-23,2998.17,13.69,0.46,0,2998.02,3000.7,2980.91,483839,9319627,2.22E+09
2021-12-22,2984.48,9.45,0.32,0,2993.5,3000.79,2976.65,461755,8835650,2.21E+09
2021-12-21,2975.03,12.03,0.41,0,2981.67,2984.56,2955.9,410980,9108501,2.20E+09
2021-12-20,2963,-54.73,-1.81,1,3001.33,3001.33,2962.07,377585,8621306,2.19E+09
2021-12-17,3017.73,11.32,0.38,0,2985.2,3017.73,2984.19,451824,1.17E+07,2.23E+09
2021-12-16,3006.41,17.02,0.57,0,3013.26,3018.2,2989.63,402825,8524314,2.22E+09
2021-12-15,2989.39,1.44,0.05,0,2979.83,2992.3,2973,432874,8253059,2.21E+09
2021-12-14,2987.95,-13.71,-0.46,1,2983.95,3001.7,2976.16,581570,9856790,2.21E+09
2021-12-13,3001.66,-8.57,-0.28,1,3019.67,3043.83,3000.51,375828,8629449,2.22E+09
2021-12-10,3010.23,-19.34,-0.64,1,3008.7,3017.64,2998.29,451599,8434891,2.23E+09
2021-12-09,3029.57,27.77,0.93,0,3007,3029.57,3001.55,513446,1.26E+07,2.24E+09
2021-12-08,3001.8,10.08,0.34,0,3017.93,3036.13,2995.34,488246,1.11E+07,2.22E+09
2021-12-07,2991.72,18.47,0.62,0,2973.84,2992.31,2960.9,541370,1.02E+07,2.21E+09
2021-12-06,2973.25,4.92,0.17,0,2954.82,2983.5,2932.49,479908,9657402,2.20E+09
2021-12-03,2968.33,23.06,0.78,0,2935.93,2975.44,2927.55,486749,1.03E+07,2.19E+09
2021-12-02,2945.27,45.55,1.57,0,2874.64,2945.27,2874.64,534462,1.19E+07,2.18E+09
2021-12-01,2899.72,60.71,2.14,0,2860.12,2905.74,2837.03,563927,1.25E+07,2.14E+09
2021-11-30,2839.01,-70.31,-2.42,1,2932.71,2942.93,2822.73,983556,1.99E+07,2.10E+09
2021-11-29,2909.32,-27.12,-0.92,1,2906.15,2930.22,2890.78,844400,1.31E+07,2.15E+09
2021-11-26,2936.44,-43.83,-1.47,1,2973.04,2985.77,2930.31,595598,1.19E+07,2.17E+09
2021-11-25,2980.27,-14.02,-0.47,1,2996.74,2996.74,2973.24,595970,9401091,2.20E+09
2021-11-24,2994.29,-3.04,-0.1,1,3006.34,3017.9,2981.02,556640,1.10E+07,2.21E+09
2021-11-23,2997.33,-15.92,-0.53,1,3013.16,3016.36,2992.14,524233,1.08E+07,2.21E+09
2021-11-22,3013.25,42.23,1.42,0,2983.38,3018.01,2980.73,530959,1.29E+07,2.23E+09
2021-11-19,2971.02,23.64,0.8,0,2951.06,2974.64,2948.07,657094,1.10E+07,2.19E+09
2021-11-18,2947.38,-15.04,-0.51,1,2959.26,2964.48,2937.53,541653,1.01E+07,2.17E+09
2021-11-17,2962.42,-34.79,-1.16,1,3004.02,3004.67,2957.7,541490,1.07E+07,2.18E+09
2021-11-16,2997.21,-2.31,-0.08,1,2995.68,3011.88,2985.34,579646,1.11E+07,2.21E+09
2021-11-15,2999.52,30.72,1.03,0,2989.68,3003.71,2979.96,639396,1.14E+07,2.21E+09
2021-11-12,2968.8,43.88,1.5,0,2945.95,2973.84,2938.27,665733,1.25E+07,2.19E+09
2021-11-11,2924.92,-5.25,-0.18,1,2911.41,2925.19,2903.72,572859,1.35E+07,2.15E+09
2021-11-10,2930.17,-32.29,-1.09,1,2947.46,2958.61,2924.36,570932,9663221,2.16E+09
2021-11-09,2962.46,2.26,0.08,0,2958.15,2987.28,2949.17,708773,9684977,2.18E+09
2021-11-08,2960.2,-9.07,-0.31,1,2965.36,2968.18,2930.9,560205,1.04E+07,2.18E+09
2021-11-05,2969.27,-13.95,-0.47,1,3003.53,3003.53,2953.96,688028,1.27E+07,2.19E+09
2021-11-04,2983.22,7.51,0.25,0,3000.92,3011.56,2978.07,772024,1.47E+07,2.20E+09
2021-11-03,2975.71,-37.78,-1.25,1,3020.36,3020.87,2969.01,658648,1.24E+07,2.19E+09
2021-11-02,3013.49,34.55,1.16,0,2995.58,3034.3,2995.58,525853,9662968,2.19E+09
2021-11-01,2978.94,8.26,0.28,0,2984.18,2991.81,2976.87,475382,9410799,2.17E+09
2021-10-29,2970.68,-38.87,-1.29,1,3025.67,3030.17,2965.4,545834,1.10E+07,2.16E+09
2021-10-28,3009.55,-15.94,-0.53,1,3023.17,3034.42,3009.55,617257,1.24E+07,2.19E+09
2021-10-27,3025.49,-23.59,-0.77,1,3045.83,3049.02,3019,607875,1.02E+07,2.20E+09
2021-10-26,3049.08,28.54,0.94,0,3039.82,3051.65,3030.53,564560,9512682,2.22E+09
2021-10-25,3020.54,14.38,0.48,0,3001.1,3025.27,2983.29,791796,1.05E+07,2.19E+09
2021-10-22,3006.16,-1.17,-0.04,1,3005.36,3018.7,2996.26,695273,9047263,2.18E+09
2021-10-21,3007.33,-5.8,-0.19,1,3012.28,3025.88,3002.74,887370,1.06E+07,2.19E+09
2021-10-20,3013.13,-15.91,-0.53,1,3043.13,3047.24,3012.97,680327,1.12E+07,2.19E+09
2021-10-19,3029.04,22.36,0.74,0,3022.23,3034.53,3014.19,845704,1.01E+07,2.20E+09
2021-10-18,3006.68,-8.38,-0.28,1,3017.48,3021.17,2990.44,926369,1.06E+07,2.19E+09
2021-10-15,3015.06,26.42,0.88,0,3012.62,3021.9,2999.33,857798,1.25E+07,2.19E+09
2021-10-14,2988.64,44.23,1.5,0,2968.87,2988.97,2962.33,617170,1.21E+07,2.17E+09
2021-10-13,2944.41,28.03,0.96,0,2913.34,2953.33,2909.47,752132,1.23E+07,2.14E+09
2021-10-12,2916.38,-39.92,-1.35,1,2950.22,2950.94,2901.51,660181,1.28E+07,2.12E+09
2021-10-08,2956.3,-3.16,-0.11,1,2977.82,2978.08,2949.01,668947,1.26E+07,2.15E+09
2021-10-07,2959.46,51.15,1.76,0,2936.87,2961.53,2927.6,595382,1.19E+07,2.15E+09
2021-10-06,2908.31,-53.86,-1.82,1,2986.06,2993.47,2908.3,901722,1.57E+07,2.11E+09
2021-10-05,2962.17,-57.01,-1.89,1,2998.17,2998.17,2940.59,840557,1.53E+07,2.15E+09
2021-10-01,3019.18,-49.64,-1.62,1,3056.21,3062.6,3015.01,855482,1.29E+07,2.20E+09
2021-09-30,3068.82,8.55,0.28,0,3054.87,3079.43,3046.43,885819,1.49E+07,2.23E+09
2021-09-29,3060.27,-37.65,-1.22,1,3055.5,3069.04,3030.6,821558,1.51E+07,2.23E+09
2021-09-28,3097.92,-35.72,-1.14,1,3133.4,3134.46,3095.72,894913,1.47E+07,2.25E+09
2021-09-27,3133.64,8.4,0.27,0,3121.7,3146.35,3119.26,883229,1.23E+07,2.28E+09
2021-09-24,3125.24,-2.34,-0.07,1,3140.73,3146.86,3119.4,753222,1.26E+07,2.27E+09
2021-09-23,3127.58,-12.93,-0.41,1,3123.64,3131.63,3107.98,623841,1.40E+07,2.28E+09
2021-09-17,3140.51,10.42,0.33,0,3127.75,3142.13,3112.51,589244,1.49E+07,2.28E+09
2021-09-16,3130.09,-23.31,-0.74,1,3165.38,3167.68,3126.65,612873,1.23E+07,2.27E+09
2021-09-15,3153.4,4.57,0.15,0,3147.21,3164.01,3138.8,616557,1.22E+07,2.28E+09
2021-09-14,3148.83,20.97,0.67,0,3137.32,3164.31,3137.32,713227,1.58E+07,2.28E+09
2021-09-13,3127.86,2.1,0.07,0,3117.35,3139.13,3109.01,732270,1.35E+07,2.26E+09
2021-09-10,3125.76,11.06,0.36,0,3121.09,3131.54,3103.38,723085,1.36E+07,2.26E+09
2021-09-09,3114.7,-48.29,-1.53,1,3146.64,3158.6,3111.49,927369,1.78E+07,2.26E+09
2021-09-08,3162.99,-24.43,-0.77,1,3178.74,3187.55,3157.07,859889,1.73E+07,2.29E+09
2021-09-07,3187.42,-15.91,-0.5,1,3200.07,3201.76,3176.81,760160,1.19E+07,2.31E+09
2021-09-06,3203.33,2.27,0.07,0,3196.3,3206.25,3186.79,726190,1.23E+07,2.32E+09
2021-09-03,3201.06,25.21,0.79,0,3189.71,3203.08,3181.64,641510,1.31E+07,2.32E+09
2021-09-02,3175.85,-31.17,-0.97,1,3198.03,3204.01,3171.78,757860,1.54E+07,2.30E+09
2021-09-01,3207.02,7.75,0.24,0,3195.67,3215.13,3185.8,746705,1.35E+07,2.32E+09
2021-08-31,3199.27,55.08,1.75,0,3144.49,3199.89,3130.3,661221,1.59E+07,2.31E+09
2021-08-30,3144.19,10.29,0.33,0,3160.87,3164.87,3132.77,602858,1.18E+07,2.27E+09
2021-08-27,3133.9,5.37,0.17,0,3116.29,3143.01,3106.97,520669,1.10E+07,2.26E+09
2021-08-26,3128.53,-18.28,-0.58,1,3151.3,3159.37,3121.04,727719,1.33E+07,2.26E+09
2021-08-25,3146.81,8.51,0.27,0,3148.13,3161,3124.25,624688,1.34E+07,2.27E+09
2021-08-24,3138.3,48.09,1.56,0,3119.7,3142.58,3115.23,586535,1.49E+07,2.27E+09
2021-08-23,3090.21,29.7,0.97,0,3086.81,3111.81,3064.65,570980,1.34E+07,2.23E+09
2021-08-20,3060.51,-37.32,-1.2,1,3111.1,3122.09,3049.03,672088,1.65E+07,2.21E+09
2021-08-19,3097.83,-61.1,-1.93,1,3140.01,3158,3097.83,655629,1.72E+07,2.24E+09
2021-08-18,3158.93,15.84,0.5,0,3141.98,3175.88,3124.56,622792,1.68E+07,2.28E+09
2021-08-17,3143.09,-28.2,-0.89,1,3169.74,3179.49,3134.48,690842,2.22E+07,2.27E+09
2021-08-13,3171.29,-37.09,-1.16,1,3205.75,3209.72,3146.76,696468,2.02E+07,2.29E+09
